date,period,price
2019-01-26 00:00:00,06-07,41.37
2019-01-26 00:00:00,07-08,44.02
2019-01-26 00:00:00,08-09,49.95
2019-01-26 00:00:00,09-10,55.67
2019-01-26 00:00:00,10-11,58.08
2019-01-26 00:00:00,11-12,59.52
2019-01-26 00:00:00,12-13,58.02
2019-01-26 00:00:00,13-14,54.32
2019-01-26 00:00:00,14-15,50.64
2019-01-26 00:00:00,15-16,49.27
2019-01-26 00:00:00,16-17,48.32
2019-01-26 00:00:00,17-18,53.05
2019-01-26 00:00:00,18-19,56.18
2019-01-26 00:00:00,19-20,51.71
2019-01-26 00:00:00,20-21,46.01
2019-01-26 00:00:00,21-22,40.31
2019-01-26 00:00:00,22-23,40.39
2019-01-26 00:00:00,23-24,35.69
2019-01-25 00:00:00,00-01,65.83
2019-01-25 00:00:00,01-02,63.4
2019-01-25 00:00:00,02-03,60.19
2019-01-25 00:00:00,03-04,57.39
2019-01-25 00:00:00,04-05,58.17
2019-01-25 00:00:00,05-06,64.69
2019-01-25 00:00:00,06-07,75.46
2019-01-25 00:00:00,07-08,93.91
2019-01-25 00:00:00,08-09,109.22
2019-01-25 00:00:00,09-10,100.9
2019-01-25 00:00:00,10-11,89.47
2019-01-25 00:00:00,11-12,82.47
2019-01-25 00:00:00,12-13,78.5
2019-01-25 00:00:00,13-14,75.6
2019-01-25 00:00:00,14-15,71.64
2019-01-25 00:00:00,15-16,69.75
2019-01-25 00:00:00,16-17,69.92
2019-01-25 00:00:00,17-18,71.42
2019-01-25 00:00:00,18-19,71.21
2019-01-25 00:00:00,19-20,65.92
2019-01-25 00:00:00,20-21,55.4
2019-01-25 00:00:00,21-22,48.53
2019-01-25 00:00:00,22-23,49.11
2019-01-25 00:00:00,23-24,47.21
2019-01-24 00:00:00,00-01,65.17
2019-01-24 00:00:00,01-02,63.35
2019-01-24 00:00:00,02-03,62.57
2019-01-24 00:00:00,03-04,58.89
2019-01-24 00:00:00,04-05,59.62
2019-01-24 00:00:00,05-06,65.68
2019-01-24 00:00:00,06-07,79.91
2019-01-24 00:00:00,07-08,103.45
2019-01-24 00:00:00,08-09,114.95
2019-01-24 00:00:00,09-10,110.14
2019-01-24 00:00:00,10-11,104.22
2019-01-24 00:00:00,11-12,99.76
2019-01-24 00:00:00,12-13,94.92
2019-01-24 00:00:00,13-14,92.57
2019-01-24 00:00:00,14-15,89.85
2019-01-24 00:00:00,15-16,91
2019-01-24 00:00:00,16-17,94.61
2019-01-24 00:00:00,17-18,105.1
2019-01-24 00:00:00,18-19,115.05
2019-01-24 00:00:00,19-20,105.26
2019-01-24 00:00:00,20-21,87.62
2019-01-24 00:00:00,21-22,76.1
2019-01-24 00:00:00,22-23,72.93
2019-01-24 00:00:00,23-24,68.36
2019-01-23 00:00:00,00-01,56.04
2019-01-23 00:00:00,01-02,54.26
2019-01-23 00:00:00,02-03,53.5
2019-01-23 00:00:00,03-04,51.53
2019-01-23 00:00:00,04-05,51.01
2019-01-23 00:00:00,05-06,55.24
2019-01-23 00:00:00,06-07,67
2019-01-23 00:00:00,07-08,84.06
2019-01-23 00:00:00,08-09,92.36
2019-01-23 00:00:00,09-10,88.45
2019-01-23 00:00:00,10-11,84.7
2019-01-23 00:00:00,11-12,83.31
2019-01-23 00:00:00,12-13,81.43
2019-01-23 00:00:00,13-14,81.09
2019-01-23 00:00:00,14-15,81.06
2019-01-23 00:00:00,15-16,80.9
2019-01-23 00:00:00,16-17,81.26
2019-01-23 00:00:00,17-18,82.95
2019-01-23 00:00:00,18-19,88.05
2019-01-23 00:00:00,19-20,84.68
2019-01-23 00:00:00,20-21,76.05
2019-01-23 00:00:00,21-22,67.01
2019-01-23 00:00:00,22-23,65.66
2019-01-23 00:00:00,23-24,62.02
2019-01-22 00:00:00,00-01,57.49
2019-01-22 00:00:00,01-02,54.96
2019-01-22 00:00:00,02-03,53.85
2019-01-22 00:00:00,03-04,51.39
2019-01-22 00:00:00,04-05,51.7
2019-01-22 00:00:00,05-06,54.54
2019-01-22 00:00:00,06-07,67.19
2019-01-22 00:00:00,07-08,78.43
2019-01-22 00:00:00,08-09,81.88
2019-01-22 00:00:00,09-10,78.41
2019-01-22 00:00:00,10-11,77.01
2019-01-22 00:00:00,11-12,75.23
2019-01-22 00:00:00,12-13,71.36
2019-01-22 00:00:00,13-14,69.51
2019-01-22 00:00:00,14-15,68.47
2019-01-22 00:00:00,15-16,69.96
2019-01-22 00:00:00,16-17,73.27
2019-01-22 00:00:00,17-18,76.96
2019-01-22 00:00:00,18-19,78.9
2019-01-22 00:00:00,19-20,77.49
2019-01-22 00:00:00,20-21,70.91
2019-01-22 00:00:00,21-22,62.75
2019-01-22 00:00:00,22-23,61.92
2019-01-22 00:00:00,23-24,58.96
2019-01-21 00:00:00,00-01,53.92
2019-01-21 00:00:00,01-02,50.79
2019-01-21 00:00:00,02-03,50.13
2019-01-21 00:00:00,03-04,49.07
2019-01-21 00:00:00,04-05,48.33
2019-01-21 00:00:00,05-06,51.85
2019-01-21 00:00:00,06-07,68.85
2019-01-21 00:00:00,07-08,81.46
2019-01-21 00:00:00,08-09,89.11
2019-01-21 00:00:00,09-10,86.36
2019-01-21 00:00:00,10-11,80.94
2019-01-21 00:00:00,11-12,78.5
2019-01-21 00:00:00,12-13,76.91
2019-01-21 00:00:00,13-14,75.59
2019-01-21 00:00:00,14-15,75.99
2019-01-21 00:00:00,15-16,79.44
2019-01-21 00:00:00,16-17,80.99
2019-01-21 00:00:00,17-18,87.98
2019-01-21 00:00:00,18-19,91.92
2019-01-21 00:00:00,19-20,88.01
2019-01-21 00:00:00,20-21,78.67
2019-01-21 00:00:00,21-22,69.94
2019-01-21 00:00:00,22-23,67.92
2019-01-21 00:00:00,23-24,62.48
2019-01-20 00:00:00,00-01,53.67
2019-01-20 00:00:00,01-02,50.95
2019-01-20 00:00:00,02-03,52.76
2019-01-20 00:00:00,03-04,48.84
2019-01-20 00:00:00,04-05,48.56
2019-01-20 00:00:00,05-06,48.59
2019-01-20 00:00:00,06-07,47.58
2019-01-20 00:00:00,07-08,48.62
2019-01-20 00:00:00,08-09,51.98
2019-01-20 00:00:00,09-10,55.61
2019-01-20 00:00:00,10-11,56.37
2019-01-20 00:00:00,11-12,57.19
2019-01-20 00:00:00,12-13,57.45
2019-01-20 00:00:00,13-14,54.02
2019-01-20 00:00:00,14-15,51.97
2019-01-20 00:00:00,15-16,53.55
2019-01-20 00:00:00,16-17,57.05
2019-01-20 00:00:00,17-18,65.94
2019-01-20 00:00:00,18-19,68.61
2019-01-20 00:00:00,19-20,68.23
2019-01-20 00:00:00,20-21,66.21
2019-01-20 00:00:00,21-22,58.99
2019-01-20 00:00:00,22-23,61.04
2019-01-20 00:00:00,23-24,56.83
2019-01-19 00:00:00,00-01,55.46
2019-01-19 00:00:00,01-02,53.13
2019-01-19 00:00:00,02-03,52.63
2019-01-19 00:00:00,03-04,49.98
2019-01-19 00:00:00,04-05,49.02
2019-01-19 00:00:00,05-06,49.6
2019-01-19 00:00:00,06-07,50.05
2019-01-19 00:00:00,07-08,55.07
2019-01-19 00:00:00,08-09,62.65
2019-01-19 00:00:00,09-10,65.42
2019-01-19 00:00:00,10-11,63.17
2019-01-19 00:00:00,11-12,60.36
2019-01-19 00:00:00,12-13,59.1
2019-01-19 00:00:00,13-14,56.09
2019-01-19 00:00:00,14-15,54.99
2019-01-19 00:00:00,15-16,55.03
2019-01-19 00:00:00,16-17,60.56
2019-01-19 00:00:00,17-18,65.95
2019-01-19 00:00:00,18-19,67.81
2019-01-19 00:00:00,19-20,65.72
2019-01-19 00:00:00,20-21,58.26
2019-01-19 00:00:00,21-22,52.72
2019-01-19 00:00:00,22-23,55.16
2019-01-19 00:00:00,23-24,54.74
2019-01-18 00:00:00,00-01,43.68
2019-01-18 00:00:00,01-02,42.83
2019-01-18 00:00:00,02-03,43.82
2019-01-18 00:00:00,03-04,43
2019-01-18 00:00:00,04-05,42.87
2019-01-18 00:00:00,05-06,47.02
2019-01-18 00:00:00,06-07,59.68
2019-01-18 00:00:00,07-08,71.6
2019-01-18 00:00:00,08-09,74.54
2019-01-18 00:00:00,09-10,73.01
2019-01-18 00:00:00,10-11,69.06
2019-01-18 00:00:00,11-12,67.93
2019-01-18 00:00:00,12-13,66.46
2019-01-18 00:00:00,13-14,65.56
2019-01-18 00:00:00,14-15,65.6
2019-01-18 00:00:00,15-16,67.12
2019-01-18 00:00:00,16-17,68.02
2019-01-18 00:00:00,17-18,73.38
2019-01-18 00:00:00,18-19,75
2019-01-18 00:00:00,19-20,72.83
2019-01-18 00:00:00,20-21,65.96
2019-01-18 00:00:00,21-22,60.08
2019-01-18 00:00:00,22-23,58.97
2019-01-18 00:00:00,23-24,55.66
2019-01-17 00:00:00,00-01,31.34
2019-01-17 00:00:00,01-02,30.08
2019-01-17 00:00:00,02-03,27.63
2019-01-17 00:00:00,03-04,22.23
2019-01-17 00:00:00,04-05,22.91
2019-01-17 00:00:00,05-06,29.14
2019-01-17 00:00:00,06-07,40
2019-01-17 00:00:00,07-08,53.57
2019-01-17 00:00:00,08-09,57.27
2019-01-17 00:00:00,09-10,55.39
2019-01-17 00:00:00,10-11,51.44
2019-01-17 00:00:00,11-12,49.53
2019-01-17 00:00:00,12-13,47.45
2019-01-17 00:00:00,13-14,48.06
2019-01-17 00:00:00,14-15,49.64
2019-01-17 00:00:00,15-16,51.59
2019-01-17 00:00:00,16-17,55.2
2019-01-17 00:00:00,17-18,58.64
2019-01-17 00:00:00,18-19,61.12
2019-01-17 00:00:00,19-20,59.91
2019-01-17 00:00:00,20-21,53.92
2019-01-17 00:00:00,21-22,45.96
2019-01-17 00:00:00,22-23,46
2019-01-17 00:00:00,23-24,43.65
2019-01-16 00:00:00,00-01,35.44
2019-01-16 00:00:00,01-02,35.27
2019-01-16 00:00:00,02-03,34.63
2019-01-16 00:00:00,03-04,31.76
2019-01-16 00:00:00,04-05,30.08
2019-01-16 00:00:00,05-06,36.1
2019-01-16 00:00:00,06-07,48.33
2019-01-16 00:00:00,07-08,58.78
2019-01-16 00:00:00,08-09,61.9
2019-01-16 00:00:00,09-10,61.02
2019-01-16 00:00:00,10-11,59.35
2019-01-16 00:00:00,11-12,59.02
2019-01-16 00:00:00,12-13,57.99
2019-01-16 00:00:00,13-14,54.51
2019-01-16 00:00:00,14-15,53.43
2019-01-16 00:00:00,15-16,52.94
2019-01-16 00:00:00,16-17,54.42
2019-01-16 00:00:00,17-18,56.65
2019-01-16 00:00:00,18-19,58.04
2019-01-16 00:00:00,19-20,55.75
2019-01-16 00:00:00,20-21,45.62
2019-01-16 00:00:00,21-22,40.04
2019-01-16 00:00:00,22-23,39.83
2019-01-16 00:00:00,23-24,35.46
2019-01-15 00:00:00,00-01,39.23
2019-01-15 00:00:00,01-02,37.09
2019-01-15 00:00:00,02-03,35.53
2019-01-15 00:00:00,03-04,29.77
2019-01-15 00:00:00,04-05,26.61
2019-01-15 00:00:00,05-06,32.34
2019-01-15 00:00:00,06-07,44.61
2019-01-15 00:00:00,07-08,55.54
2019-01-15 00:00:00,08-09,60.3
2019-01-15 00:00:00,09-10,59.83
2019-01-15 00:00:00,10-11,58.54
2019-01-15 00:00:00,11-12,57.46
2019-01-15 00:00:00,12-13,54.22
2019-01-15 00:00:00,13-14,52.9
2019-01-15 00:00:00,14-15,50.52
2019-01-15 00:00:00,15-16,47.73
2019-01-15 00:00:00,16-17,47.12
2019-01-15 00:00:00,17-18,53.29
2019-01-15 00:00:00,18-19,55.81
2019-01-15 00:00:00,19-20,55.5
2019-01-15 00:00:00,20-21,46.66
2019-01-15 00:00:00,21-22,43.88
2019-01-15 00:00:00,22-23,41.4
2019-01-15 00:00:00,23-24,37.8
2019-01-14 00:00:00,00-01,4.67
2019-01-14 00:00:00,01-02,1.06
2019-01-14 00:00:00,02-03,0.76
2019-01-14 00:00:00,03-04,-0.03
2019-01-14 00:00:00,04-05,0.1
2019-01-14 00:00:00,05-06,7.03
2019-01-14 00:00:00,06-07,33.99
2019-01-14 00:00:00,07-08,53.48
2019-01-14 00:00:00,08-09,56.65
2019-01-14 00:00:00,09-10,52.02
2019-01-14 00:00:00,10-11,51.4
2019-01-14 00:00:00,11-12,50.35
2019-01-14 00:00:00,12-13,47.47
2019-01-14 00:00:00,13-14,46.6
2019-01-14 00:00:00,14-15,46.7
2019-01-14 00:00:00,15-16,48.21
2019-01-14 00:00:00,16-17,50.27
2019-01-14 00:00:00,17-18,55.11
2019-01-14 00:00:00,18-19,58.95
2019-01-14 00:00:00,19-20,57.99
2019-01-14 00:00:00,20-21,52.73
2019-01-14 00:00:00,21-22,45.61
2019-01-14 00:00:00,22-23,45.62
2019-01-14 00:00:00,23-24,39.62
2019-01-13 00:00:00,00-01,27.01
2019-01-13 00:00:00,01-02,24.6
2019-01-13 00:00:00,02-03,21.5
2019-01-13 00:00:00,03-04,15.64
2019-01-13 00:00:00,04-05,11.78
2019-01-13 00:00:00,05-06,11.14
2019-01-13 00:00:00,06-07,9.64
2019-01-13 00:00:00,07-08,13.68
2019-01-13 00:00:00,08-09,17.86
2019-01-13 00:00:00,09-10,26.53
2019-01-13 00:00:00,10-11,26.31
2019-01-13 00:00:00,11-12,29.4
2019-01-13 00:00:00,12-13,29.64
2019-01-13 00:00:00,13-14,24.77
2019-01-13 00:00:00,14-15,16.92
2019-01-13 00:00:00,15-16,10.84
2019-01-13 00:00:00,16-17,10.4
2019-01-13 00:00:00,17-18,21.34
2019-01-13 00:00:00,18-19,28.14
2019-01-13 00:00:00,19-20,28.15
2019-01-13 00:00:00,20-21,22.05
2019-01-13 00:00:00,21-22,15.92
2019-01-13 00:00:00,22-23,19.81
2019-01-13 00:00:00,23-24,16.63
2019-01-12 00:00:00,00-01,45.95
2019-01-12 00:00:00,01-02,43.68
2019-01-12 00:00:00,02-03,41.35
2019-01-12 00:00:00,03-04,38.65
2019-01-12 00:00:00,04-05,36.71
2019-01-12 00:00:00,05-06,33.58
2019-01-12 00:00:00,06-07,36.23
2019-01-12 00:00:00,07-08,44.1
2019-01-12 00:00:00,08-09,45.59
2019-01-12 00:00:00,09-10,50.55
2019-01-12 00:00:00,10-11,49.29
2019-01-12 00:00:00,11-12,48.07
2019-01-12 00:00:00,12-13,47.05
2019-01-12 00:00:00,13-14,43.46
2019-01-12 00:00:00,14-15,39.56
2019-01-12 00:00:00,15-16,36.96
2019-01-12 00:00:00,16-17,38.68
2019-01-12 00:00:00,17-18,42.94
2019-01-12 00:00:00,18-19,45.01
2019-01-12 00:00:00,19-20,41.75
2019-01-12 00:00:00,20-21,35.6
2019-01-12 00:00:00,21-22,32.26
2019-01-12 00:00:00,22-23,37.16
2019-01-12 00:00:00,23-24,34.59
2019-01-11 00:00:00,00-01,52.51
2019-01-11 00:00:00,01-02,48.46
2019-01-11 00:00:00,02-03,47.64
2019-01-11 00:00:00,03-04,45.67
2019-01-11 00:00:00,04-05,44.9
2019-01-11 00:00:00,05-06,47.19
2019-01-11 00:00:00,06-07,58.08
2019-01-11 00:00:00,07-08,66.96
2019-01-11 00:00:00,08-09,68.19
2019-01-11 00:00:00,09-10,67.03
2019-01-11 00:00:00,10-11,66.96
2019-01-11 00:00:00,11-12,66.68
2019-01-11 00:00:00,12-13,65.08
2019-01-11 00:00:00,13-14,62.09
2019-01-11 00:00:00,14-15,56.05
2019-01-11 00:00:00,15-16,51.15
2019-01-11 00:00:00,16-17,52.19
2019-01-11 00:00:00,17-18,58.46
2019-01-11 00:00:00,18-19,57.05
2019-01-11 00:00:00,19-20,55.95
2019-01-11 00:00:00,20-21,50.24
2019-01-11 00:00:00,21-22,47.04
2019-01-11 00:00:00,22-23,50.76
2019-01-11 00:00:00,23-24,47.07
2019-01-10 00:00:00,00-01,47.82
2019-01-10 00:00:00,01-02,46.61
2019-01-10 00:00:00,02-03,46.13
2019-01-10 00:00:00,03-04,46.06
2019-01-10 00:00:00,04-05,45.04
2019-01-10 00:00:00,05-06,47.98
2019-01-10 00:00:00,06-07,60.86
2019-01-10 00:00:00,07-08,72.9
2019-01-10 00:00:00,08-09,78
2019-01-10 00:00:00,09-10,78.02
2019-01-10 00:00:00,10-11,77.12
2019-01-10 00:00:00,11-12,76.84
2019-01-10 00:00:00,12-13,74.03
2019-01-10 00:00:00,13-14,73.41
2019-01-10 00:00:00,14-15,72.81
2019-01-10 00:00:00,15-16,73.07
2019-01-10 00:00:00,16-17,72.92
2019-01-10 00:00:00,17-18,78.04
2019-01-10 00:00:00,18-19,79.53
2019-01-10 00:00:00,19-20,76.61
2019-01-10 00:00:00,20-21,69.93
2019-01-10 00:00:00,21-22,66.06
2019-01-10 00:00:00,22-23,63.62
2019-01-10 00:00:00,23-24,55.54
2019-01-09 00:00:00,00-01,27.08
2019-01-09 00:00:00,01-02,25.79
2019-01-09 00:00:00,02-03,21.65
2019-01-09 00:00:00,03-04,16.37
2019-01-09 00:00:00,04-05,17.08
2019-01-09 00:00:00,05-06,25.8
2019-01-09 00:00:00,06-07,40.08
2019-01-09 00:00:00,07-08,49.82
2019-01-09 00:00:00,08-09,59.06
2019-01-09 00:00:00,09-10,55.24
2019-01-09 00:00:00,10-11,53.32
2019-01-09 00:00:00,11-12,52.79
2019-01-09 00:00:00,12-13,50.95
2019-01-09 00:00:00,13-14,49.91
2019-01-09 00:00:00,14-15,49.81
2019-01-09 00:00:00,15-16,49.99
2019-01-09 00:00:00,16-17,53.71
2019-01-09 00:00:00,17-18,62.08
2019-01-09 00:00:00,18-19,63.43
2019-01-09 00:00:00,19-20,62.02
2019-01-09 00:00:00,20-21,55.27
2019-01-09 00:00:00,21-22,47.69
2019-01-09 00:00:00,22-23,48.91
2019-01-09 00:00:00,23-24,46.58
2019-01-08 00:00:00,00-01,26.75
2019-01-08 00:00:00,01-02,24.78
2019-01-08 00:00:00,02-03,20.38
2019-01-08 00:00:00,03-04,11.03
2019-01-08 00:00:00,04-05,11.68
2019-01-08 00:00:00,05-06,21.12
2019-01-08 00:00:00,06-07,36.17
2019-01-08 00:00:00,07-08,49.08
2019-01-08 00:00:00,08-09,53.67
2019-01-08 00:00:00,09-10,52.95
2019-01-08 00:00:00,10-11,51.9
2019-01-08 00:00:00,11-12,53.81
2019-01-08 00:00:00,12-13,51.92
2019-01-08 00:00:00,13-14,51.45
2019-01-08 00:00:00,14-15,49.55
2019-01-08 00:00:00,15-16,47.95
2019-01-08 00:00:00,16-17,44.69
2019-01-08 00:00:00,17-18,50.67
2019-01-08 00:00:00,18-19,54.6
2019-01-08 00:00:00,19-20,52.07
2019-01-08 00:00:00,20-21,47.16
2019-01-08 00:00:00,21-22,39.4
2019-01-08 00:00:00,22-23,40.54
2019-01-08 00:00:00,23-24,33.95
2019-01-07 00:00:00,00-01,46.23
2019-01-07 00:00:00,01-02,45.94
2019-01-07 00:00:00,02-03,45
2019-01-07 00:00:00,03-04,41.9
2019-01-07 00:00:00,04-05,41.77
2019-01-07 00:00:00,05-06,45.41
2019-01-07 00:00:00,06-07,57.08
2019-01-07 00:00:00,07-08,70.77
2019-01-07 00:00:00,08-09,74.08
2019-01-07 00:00:00,09-10,74.24
2019-01-07 00:00:00,10-11,72.8
2019-01-07 00:00:00,11-12,71.98
2019-01-07 00:00:00,12-13,71.04
2019-01-07 00:00:00,13-14,69.13
2019-01-07 00:00:00,14-15,66.08
2019-01-07 00:00:00,15-16,63.26
2019-01-07 00:00:00,16-17,60.05
2019-01-07 00:00:00,17-18,61
2019-01-07 00:00:00,18-19,59.43
2019-01-07 00:00:00,19-20,52.11
2019-01-07 00:00:00,20-21,46.05
2019-01-07 00:00:00,21-22,40.07
2019-01-07 00:00:00,22-23,38.03
2019-01-07 00:00:00,23-24,31.24
2019-01-06 00:00:00,00-01,49
2019-01-06 00:00:00,01-02,46.19
2019-01-06 00:00:00,02-03,46.4
2019-01-06 00:00:00,03-04,43.82
2019-01-06 00:00:00,04-05,42.94
2019-01-06 00:00:00,05-06,43.27
2019-01-06 00:00:00,06-07,44.42
2019-01-06 00:00:00,07-08,45.24
2019-01-06 00:00:00,08-09,48.07
2019-01-06 00:00:00,09-10,52.86
2019-01-06 00:00:00,10-11,55.16
2019-01-06 00:00:00,11-12,59.37
2019-01-06 00:00:00,12-13,59.69
2019-01-06 00:00:00,13-14,56.44
2019-01-06 00:00:00,14-15,51.48
2019-01-06 00:00:00,15-16,49.59
2019-01-06 00:00:00,16-17,53.24
2019-01-06 00:00:00,17-18,60.41
2019-01-06 00:00:00,18-19,65.02
2019-01-06 00:00:00,19-20,63.51
2019-01-06 00:00:00,20-21,60.02
2019-01-06 00:00:00,21-22,54.32
2019-01-06 00:00:00,22-23,54.85
2019-01-06 00:00:00,23-24,52.07
2019-01-05 00:00:00,00-01,41.37
2019-01-05 00:00:00,01-02,35.79
2019-01-05 00:00:00,02-03,36.18
2019-01-05 00:00:00,03-04,30.21
2019-01-05 00:00:00,04-05,26.22
2019-01-05 00:00:00,05-06,27.85
2019-01-05 00:00:00,06-07,27.41
2019-01-05 00:00:00,07-08,33.41
2019-01-05 00:00:00,08-09,43.15
2019-01-05 00:00:00,09-10,47.76
2019-01-05 00:00:00,10-11,50.89
2019-01-05 00:00:00,11-12,52.92
2019-01-05 00:00:00,12-13,53.32
2019-01-05 00:00:00,13-14,52.45
2019-01-05 00:00:00,14-15,49.32
2019-01-05 00:00:00,15-16,50.52
2019-01-05 00:00:00,16-17,53.26
2019-01-05 00:00:00,17-18,60.37
2019-01-05 00:00:00,18-19,65.78
2019-01-05 00:00:00,19-20,64.93
2019-01-05 00:00:00,20-21,56.21
2019-01-05 00:00:00,21-22,53.01
2019-01-05 00:00:00,22-23,55.08
2019-01-05 00:00:00,23-24,51.74
2019-01-04 00:00:00,00-01,47.41
2019-01-04 00:00:00,01-02,46.63
2019-01-04 00:00:00,02-03,45.18
2019-01-04 00:00:00,03-04,43.79
2019-01-04 00:00:00,04-05,43.39
2019-01-04 00:00:00,05-06,43.06
2019-01-04 00:00:00,06-07,47.01
2019-01-04 00:00:00,07-08,54.02
2019-01-04 00:00:00,08-09,61.07
2019-01-04 00:00:00,09-10,63.25
2019-01-04 00:00:00,10-11,63.53
2019-01-04 00:00:00,11-12,61.03
2019-01-04 00:00:00,12-13,58.09
2019-01-04 00:00:00,13-14,52.8
2019-01-04 00:00:00,14-15,51.39
2019-01-04 00:00:00,15-16,50.53
2019-01-04 00:00:00,16-17,52.95
2019-01-04 00:00:00,17-18,63.91
2019-01-04 00:00:00,18-19,63.9
2019-01-04 00:00:00,19-20,60.09
2019-01-04 00:00:00,20-21,51.94
2019-01-04 00:00:00,21-22,47.04
2019-01-04 00:00:00,22-23,47.08
2019-01-04 00:00:00,23-24,44.51
2019-01-03 00:00:00,00-01,42
2019-01-03 00:00:00,01-02,42.72
2019-01-03 00:00:00,02-03,41.75
2019-01-03 00:00:00,03-04,38.62
2019-01-03 00:00:00,04-05,39.26
2019-01-03 00:00:00,05-06,42.71
2019-01-03 00:00:00,06-07,46.13
2019-01-03 00:00:00,07-08,57.69
2019-01-03 00:00:00,08-09,64.43
2019-01-03 00:00:00,09-10,63.92
2019-01-03 00:00:00,10-11,62.33
2019-01-03 00:00:00,11-12,62.32
2019-01-03 00:00:00,12-13,63.99
2019-01-03 00:00:00,13-14,62.98
2019-01-03 00:00:00,14-15,63.5
2019-01-03 00:00:00,15-16,63.93
2019-01-03 00:00:00,16-17,65.46
2019-01-03 00:00:00,17-18,69.02
2019-01-03 00:00:00,18-19,69.91
2019-01-03 00:00:00,19-20,69.15
2019-01-03 00:00:00,20-21,65.28
2019-01-03 00:00:00,21-22,57.42
2019-01-03 00:00:00,22-23,54
2019-01-03 00:00:00,23-24,51
2019-01-02 00:00:00,00-01,0.73
2019-01-02 00:00:00,01-02,-0.08
2019-01-02 00:00:00,02-03,-4.43
2019-01-02 00:00:00,03-04,-12.03
2019-01-02 00:00:00,04-05,-11.08
2019-01-02 00:00:00,05-06,0.09
2019-01-02 00:00:00,06-07,12.06
2019-01-02 00:00:00,07-08,34.7
2019-01-02 00:00:00,08-09,47.01
2019-01-02 00:00:00,09-10,48.96
2019-01-02 00:00:00,10-11,46.98
2019-01-02 00:00:00,11-12,46.25
2019-01-02 00:00:00,12-13,46.81
2019-01-02 00:00:00,13-14,46.09
2019-01-02 00:00:00,14-15,46.91
2019-01-02 00:00:00,15-16,50.05
2019-01-02 00:00:00,16-17,53.91
2019-01-02 00:00:00,17-18,62.54
2019-01-02 00:00:00,18-19,65.98
2019-01-02 00:00:00,19-20,65.94
2019-01-02 00:00:00,20-21,59.62
2019-01-02 00:00:00,21-22,52.31
2019-01-02 00:00:00,22-23,52.96
2019-01-02 00:00:00,23-24,48.69
2019-01-01 00:00:00,00-01,40.05
2019-01-01 00:00:00,01-02,28.11
2019-01-01 00:00:00,02-03,20.42
2019-01-01 00:00:00,03-04,8.55
2019-01-01 00:00:00,04-05,5.15
2019-01-01 00:00:00,05-06,5.19
2019-01-01 00:00:00,06-07,2.35
2019-01-01 00:00:00,07-08,1.09
2019-01-01 00:00:00,08-09,1.05
2019-01-01 00:00:00,09-10,0.24
2019-01-01 00:00:00,10-11,3.86
2019-01-01 00:00:00,11-12,9
2019-01-01 00:00:00,12-13,14.07
2019-01-01 00:00:00,13-14,9.84
2019-01-01 00:00:00,14-15,2.18
2019-01-01 00:00:00,15-16,1.48
2019-01-01 00:00:00,16-17,2.97
2019-01-01 00:00:00,17-18,16.75
2019-01-01 00:00:00,18-19,19.17
2019-01-01 00:00:00,19-20,14.59
2019-01-01 00:00:00,20-21,8.92
2019-01-01 00:00:00,21-22,5.65
2019-01-01 00:00:00,22-23,8.59
2019-01-01 00:00:00,23-24,8.51
2018-12-31 00:00:00,00-01,42.51
2018-12-31 00:00:00,01-02,40.59
2018-12-31 00:00:00,02-03,40.06
2018-12-31 00:00:00,03-04,33.96
2018-12-31 00:00:00,04-05,33.6
2018-12-31 00:00:00,05-06,35.14
2018-12-31 00:00:00,06-07,36.4
2018-12-31 00:00:00,07-08,46.19
2018-12-31 00:00:00,08-09,51.07
2018-12-31 00:00:00,09-10,55.21
2018-12-31 00:00:00,10-11,55.99
2018-12-31 00:00:00,11-12,57.3
2018-12-31 00:00:00,12-13,59.97
2018-12-31 00:00:00,13-14,58.18
2018-12-31 00:00:00,14-15,51.34
2018-12-31 00:00:00,15-16,50.08
2018-12-31 00:00:00,16-17,52.93
2018-12-31 00:00:00,17-18,60.72
2018-12-31 00:00:00,18-19,56.31
2018-12-31 00:00:00,19-20,51.14
2018-12-31 00:00:00,20-21,42.9
2018-12-31 00:00:00,21-22,34.34
2018-12-31 00:00:00,22-23,37.69
2018-12-31 00:00:00,23-24,29.78
2018-12-30 00:00:00,00-01,19.41
2018-12-30 00:00:00,01-02,15.78
2018-12-30 00:00:00,02-03,15.85
2018-12-30 00:00:00,03-04,13.51
2018-12-30 00:00:00,04-05,6.91
2018-12-30 00:00:00,05-06,5.08
2018-12-30 00:00:00,06-07,5.79
2018-12-30 00:00:00,07-08,9.75
2018-12-30 00:00:00,08-09,19.51
2018-12-30 00:00:00,09-10,25.37
2018-12-30 00:00:00,10-11,28.89
2018-12-30 00:00:00,11-12,32.02
2018-12-30 00:00:00,12-13,34.43
2018-12-30 00:00:00,13-14,29.08
2018-12-30 00:00:00,14-15,25.68
2018-12-30 00:00:00,15-16,28.55
2018-12-30 00:00:00,16-17,31.07
2018-12-30 00:00:00,17-18,46.04
2018-12-30 00:00:00,18-19,50.06
2018-12-30 00:00:00,19-20,51.01
2018-12-30 00:00:00,20-21,49.33
2018-12-30 00:00:00,21-22,45.05
2018-12-30 00:00:00,22-23,48.46
2018-12-30 00:00:00,23-24,45.93
2018-12-29 00:00:00,00-01,43.42
